MatchNo,PlayerA,PlayerB,Result,MMR_A,MMR_B
1,Player10,Player11,TEAM_B_WIN,805,840
2,Player4,Player7,TEAM_A_WIN,840,805
3,Player7,Player1,TEAM_B_WIN,790,840
4,Player2,Player7,TEAM_A_WIN,840,775
5,Player10,Player4,TEAM_B_WIN,790,860
6,Player4,Player8,TEAM_B_WIN,845,840
7,Player0,Player11,TEAM_A_WIN,840,825
8,Player8,Player10,TEAM_A_WIN,860,775
9,Player5,Player10,TEAM_A_WIN,840,760
10,Player5,Player6,TEAM_B_WIN,825,840
11,Player8,Player4,TEAM_B_WIN,845,865
12,Player3,Player8,TEAM_B_WIN,805,865
13,Player11,Player1,TEAM_A_WIN,845,825
14,Player11,Player9,TEAM_B_WIN,830,840
15,Player0,Player2,TEAM_B_WIN,825,860
16,Player7,Player5,TEAM_A_WIN,795,810
17,Player2,Player1,TEAM_A_WIN,880,810
18,Player2,Player0,TEAM_B_WIN,865,845
19,Player3,Player0,TEAM_B_WIN,790,865
20,Player1,Player3,TEAM_A_WIN,830,775
21,Player9,Player3,TEAM_A_WIN,860,760
22,Player9,Player5,TEAM_B_WIN,845,830
23,Player6,Player9,TEAM_A_WIN,860,830
24,Player21,Player23,TEAM_B_WIN,805,840
25,Player19,Player17,TEAM_A_WIN,840,805
26,Player22,Player12,TEAM_B_WIN,805,840
27,Player18,Player20,TEAM_A_WIN,840,805
28,Player19,Player20,TEAM_A_WIN,860,790
29,Player23,Player12,TEAM_B_WIN,825,860
30,Player13,Player18,TEAM_B_WIN,805,860
31,Player20,Player23,TEAM_B_WIN,775,845
32,Player22,Player18,TEAM_A_WIN,825,845
33,Player12,Player16,TEAM_A_WIN,880,805
34,Player19,Player21,TEAM_A_WIN,880,790
35,Player14,Player12,TEAM_A_WIN,840,865
36,Player22,Player15,TEAM_A_WIN,845,805
37,Player14,Player16,TEAM_B_WIN,825,825
38,Player14,Player15,TEAM_A_WIN,845,790
39,Player22,Player13,TEAM_B_WIN,830,825
40,Player17,Player18,TEAM_A_WIN,825,830
41,Player13,Player23,TEAM_A_WIN,845,830
42,Player21,Player20,TEAM_B_WIN,775,795
43,Player19,Player21,TEAM_A_WIN,900,760
44,Player14,Player17,TEAM_B_WIN,830,845
45,Player15,Player17,TEAM_A_WIN,810,830
46,Player16,Player15,TEAM_B_WIN,810,830
47,Player13,Player16,TEAM_A_WIN,865,795
48,Player29,Player28,TEAM_A_WIN,840,805
49,Player25,Player33,TEAM_B_WIN,805,840
50,Player33,Player30,TEAM_A_WIN,860,805
51,Player25,Player29,TEAM_B_WIN,790,860
52,Player33,Player25,TEAM_B_WIN,845,810
53,Player27,Player25,TEAM_A_WIN,840,795
54,Player34,Player28,TEAM_B_WIN,805,825
55,Player33,Player27,TEAM_A_WIN,865,825
56,Player29,Player31,TEAM_A_WIN,880,805
57,Player31,Player35,TEAM_B_WIN,790,840
58,Player35,Player34,TEAM_B_WIN,825,825
59,Player32,Player24,TEAM_A_WIN,840,805
60,Player32,Player26,TEAM_B_WIN,825,840
61,Player32,Player28,TEAM_B_WIN,810,845
62,Player34,Player30,TEAM_B_WIN,810,825
63,Player30,Player31,TEAM_A_WIN,845,775
64,Player29,Player28,TEAM_A_WIN,900,830
65,Player26,Player31,TEAM_B_WIN,825,795
66,Player30,Player27,TEAM_A_WIN,865,810
67,Player26,Player24,TEAM_B_WIN,810,825
68,Player27,Player35,TEAM_B_WIN,795,845
69,Player34,Player24,TEAM_A_WIN,830,810
70,Player24,Player35,TEAM_A_WIN,830,830
71,Player32,Player26,TEAM_B_WIN,795,830
72,Player45,Player36,TEAM_B_WIN,805,840
73,Player45,Player46,TEAM_A_WIN,825,805
74,Player38,Player36,TEAM_A_WIN,840,825
75,Player40,Player42,TEAM_A_WIN,840,805
76,Player36,Player45,TEAM_B_WIN,810,845
77,Player46,Player44,TEAM_A_WIN,825,805
78,Player37,Player47,TEAM_A_WIN,840,805
79,Player42,Player45,TEAM_A_WIN,825,830
80,Player43,Player39,TEAM_A_WIN,840,805
81,Player46,Player42,TEAM_A_WIN,845,810
82,Player46,Player36,TEAM_B_WIN,830,830
83,Player47,Player44,TEAM_A_WIN,825,790
84,Player44,Player37,TEAM_B_WIN,775,860
85,Player47,Player37,TEAM_A_WIN,845,845
86,Player43,Player39,TEAM_A_WIN,860,790
87,Player38,Player44,TEAM_B_WIN,825,795
88,Player38,Player40,TEAM_A_WIN,845,825
89,Player41,Player37,TEAM_B_WIN,805,865
90,Player43,Player38,TEAM_B_WIN,845,865
91,Player40,Player47,TEAM_A_WIN,845,830
92,Player41,Player39,TEAM_A_WIN,825,775
93,Player40,Player41,TEAM_A_WIN,865,810
94,Player42,Player41,TEAM_B_WIN,795,830
95,Player43,Player39,TEAM_B_WIN,830,795
96,Player50,Player52,TEAM_A_WIN,840,805
97,Player53,Player48,TEAM_B_WIN,805,840
98,Player53,Player58,TEAM_A_WIN,825,805
99,Player54,Player56,TEAM_A_WIN,840,805
100,Player58,Player48,TEAM_A_WIN,825,825
101,Player49,Player54,TEAM_A_WIN,840,825
102,Player49,Player56,TEAM_B_WIN,825,825
103,Player59,Player52,TEAM_B_WIN,805,825
104,Player48,Player57,TEAM_A_WIN,845,805
105,Player57,Player51,TEAM_A_WIN,825,805
106,Player50,Player49,TEAM_B_WIN,825,845
107,Player49,Player50,TEAM_B_WIN,830,845
108,Player55,Player48,TEAM_A_WIN,840,830
109,Player54,Player55,TEAM_B_WIN,810,860
110,Player51,Player52,TEAM_B_WIN,790,845
111,Player57,Player54,TEAM_B_WIN,810,830
112,Player53,Player58,TEAM_A_WIN,845,810
113,Player55,Player58,TEAM_B_WIN,845,830
114,Player57,Player52,TEAM_B_WIN,795,865
115,Player51,Player53,TEAM_B_WIN,775,865
116,Player55,Player50,TEAM_B_WIN,830,865
117,Player59,Player51,TEAM_B_WIN,790,795
118,Player56,Player59,TEAM_B_WIN,810,810
119,Player59,Player56,TEAM_B_WIN,795,830
120,Player65,Player71,TEAM_B_WIN,805,840
121,Player62,Player60,TEAM_B_WIN,805,840
122,Player71,Player62,TEAM_A_WIN,860,790
123,Player71,Player65,TEAM_B_WIN,845,825
124,Player65,Player60,TEAM_B_WIN,810,860
125,Player64,Player61,TEAM_B_WIN,805,840
126,Player71,Player69,TEAM_A_WIN,865,805
127,Player70,Player60,TEAM_B_WIN,805,880
128,Player69,Player63,TEAM_B_WIN,790,840
129,Player67,Player66,TEAM_B_WIN,805,840
130,Player67,Player66,TEAM_A_WIN,825,825
131,Player69,Player67,TEAM_B_WIN,775,845
132,Player65,Player68,TEAM_B_WIN,795,840
133,Player61,Player64,TEAM_B_WIN,825,825
134,Player60,Player68,TEAM_A_WIN,900,825
135,Player69,Player63,TEAM_A_WIN,795,825
136,Player62,Player64,TEAM_B_WIN,775,845
137,Player68,Player64,TEAM_B_WIN,810,865
138,Player70,Player68,TEAM_A_WIN,825,795
139,Player62,Player63,TEAM_B_WIN,760,845
140,Player61,Player66,TEAM_A_WIN,845,810
141,Player70,Player66,TEAM_A_WIN,845,795
142,Player70,Player67,TEAM_A_WIN,865,830
143,Player61,Player63,TEAM_A_WIN,865,830
144,Player81,Player77,TEAM_B_WIN,805,840
145,Player82,Player77,TEAM_B_WIN,805,860
146,Player78,Player72,TEAM_A_WIN,840,805
147,Player72,Player78,TEAM_A_WIN,825,825
148,Player82,Player80,TEAM_B_WIN,790,840
149,Player72,Player80,TEAM_A_WIN,845,825
150,Player77,Player80,TEAM_B_WIN,845,845
151,Player83,Player81,TEAM_A_WIN,840,790
152,Player83,Player74,TEAM_B_WIN,825,840
153,Player78,Player74,TEAM_A_WIN,845,825
154,Player74,Player79,TEAM_A_WIN,845,805
155,Player72,Player77,TEAM_A_WIN,865,830
156,Player79,Player76,TEAM_B_WIN,790,840
157,Player79,Player80,TEAM_A_WIN,810,830
158,Player76,Player78,TEAM_A_WIN,860,830
159,Player79,Player74,TEAM_A_WIN,830,830
160,Player81,Player83,TEAM_A_WIN,810,810
161,Player75,Player76,TEAM_B_WIN,805,880
162,Player75,Player83,TEAM_B_WIN,790,830
163,Player75,Player76,TEAM_A_WIN,810,865
164,Player75,Player82,TEAM_A_WIN,830,775
165,Player81,Player73,TEAM_B_WIN,795,840
166,Player82,Player73,TEAM_B_WIN,760,860
167,Player85,Player94,TEAM_B_WIN,805,840
168,Player89,Player92,TEAM_A_WIN,840,805
169,Player93,Player88,TEAM_A_WIN,840,805
170,Player85,Player87,TEAM_B_WIN,790,840
171,Player92,Player90,TEAM_B_WIN,790,840
172,Player91,Player84,TEAM_B_WIN,805,840
173,Player85,Player90,TEAM_B_WIN,775,860
174,Player90,Player94,TEAM_A_WIN,880,825
175,Player84,Player93,TEAM_A_WIN,860,825
176,Player90,Player93,TEAM_A_WIN,900,810
177,Player94,Player84,TEAM_A_WIN,845,845
178,Player88,Player95,TEAM_A_WIN,825,805
179,Player89,Player87,TEAM_A_WIN,860,825
180,Player92,Player88,TEAM_B_WIN,775,845
181,Player88,Player92,TEAM_B_WIN,830,795
182,Player94,Player85,TEAM_A_WIN,865,760
183,Player91,Player87,TEAM_A_WIN,825,810
184,Player91,Player89,TEAM_A_WIN,845,845
185,Player95,Player91,TEAM_B_WIN,790,865
186,Player87,Player84,TEAM_B_WIN,795,865
187,Player86,Player89,TEAM_B_WIN,805,865
188,Player86,Player93,TEAM_B_WIN,790,830
189,Player95,Player86,TEAM_A_WIN,810,775
190,Player95,Player86,TEAM_B_WIN,795,795
191,Player106,Player99,TEAM_A_WIN,840,805
192,Player99,Player104,TEAM_A_WIN,825,805
193,Player107,Player100,TEAM_B_WIN,805,840
194,Player99,Player105,TEAM_B_WIN,810,840
195,Player97,Player100,TEAM_B_WIN,805,860
196,Player106,Player103,TEAM_B_WIN,825,840
197,Player102,Player106,TEAM_A_WIN,840,810
198,Player100,Player101,TEAM_B_WIN,845,840
199,Player105,Player104,TEAM_B_WIN,825,825
200,Player104,Player102,TEAM_A_WIN,845,825
201,Player100,Player103,TEAM_B_WIN,830,860
202,Player105,Player96,TEAM_B_WIN,810,840
203,Player104,Player101,TEAM_B_WIN,830,860
204,Player97,Player103,TEAM_B_WIN,790,880
205,Player96,Player102,TEAM_A_WIN,860,810
206,Player99,Player98,TEAM_B_WIN,795,840
207,Player97,Player102,TEAM_B_WIN,775,830
208,Player107,Player96,TEAM_A_WIN,825,845
209,Player98,Player106,TEAM_A_WIN,860,795
210,Player101,Player98,TEAM_A_WIN,880,845
211,Player105,Player98,TEAM_B_WIN,795,865
212,Player96,Player103,TEAM_B_WIN,830,900
213,Player97,Player107,TEAM_A_WIN,795,810
214,Player101,Player107,TEAM_A_WIN,900,795
215,Player108,Player114,TEAM_B_WIN,805,840
216,Player119,Player116,TEAM_A_WIN,840,805
217,Player116,Player113,TEAM_A_WIN,825,805
218,Player112,Player117,TEAM_B_WIN,805,840
219,Player110,Player115,TEAM_A_WIN,840,805
220,Player118,Player111,TEAM_A_WIN,840,805
221,Player116,Player115,TEAM_A_WIN,845,790
222,Player114,Player119,TEAM_B_WIN,825,860
223,Player113,Player118,TEAM_B_WIN,790,860
224,Player114,Player118,TEAM_A_WIN,845,845
225,Player114,Player115,TEAM_A_WIN,865,775
226,Player108,Player117,TEAM_B_WIN,790,860
227,Player112,Player113,TEAM_B_WIN,790,810
228,Player113,Player110,TEAM_A_WIN,830,825
229,Player111,Player115,TEAM_A_WIN,825,760
230,Player117,Player112,TEAM_A_WIN,880,775
231,Player110,Player112,TEAM_B_WIN,810,795
232,Player119,Player111,TEAM_A_WIN,880,810
233,Player119,Player117,TEAM_B_WIN,865,900
234,Player109,Player116,TEAM_B_WIN,805,865
235,Player108,Player109,TEAM_A_WIN,810,790
236,Player108,Player118,TEAM_B_WIN,795,865
237,Player109,Player110,TEAM_A_WIN,810,795
238,Player109,Player111,TEAM_B_WIN,795,830
239,Player121,Player128,TEAM_B_WIN,805,840
240,Player123,Player126,TEAM_B_WIN,805,840
241,Player121,Player123,TEAM_A_WIN,825,790
242,Player129,Player125,TEAM_B_WIN,805,840
243,Player122,Player124,TEAM_B_WIN,805,840
244,Player125,Player130,TEAM_A_WIN,860,805
245,Player121,Player131,TEAM_A_WIN,845,805
246,Player127,Player120,TEAM_A_WIN,840,805
247,Player123,Player127,TEAM_B_WIN,775,860
248,Player123,Player124,TEAM_B_WIN,760,860
249,Player130,Player127,TEAM_B_WIN,790,880
250,Player126,Player124,TEAM_A_WIN,860,845
251,Player126,Player129,TEAM_B_WIN,845,825
252,Player126,Player127,TEAM_A_WIN,865,865
253,Player130,Player122,TEAM_B_WIN,775,825
254,Player120,Player128,TEAM_A_WIN,825,825
255,Player122,Player124,TEAM_A_WIN,845,830
256,Player120,Player129,TEAM_B_WIN,810,845
257,Player125,Player122,TEAM_B_WIN,845,865
258,Player129,Player121,TEAM_A_WIN,865,830
259,Player125,Player128,TEAM_B_WIN,830,845
260,Player130,Player120,TEAM_A_WIN,795,795
261,Player128,Player131,TEAM_B_WIN,830,825
262,Player142,Player137,TEAM_B_WIN,805,840
263,Player143,Player140,TEAM_A_WIN,840,805
264,Player137,Player142,TEAM_B_WIN,825,825
265,Player137,Player142,TEAM_A_WIN,845,810
266,Player134,Player139,TEAM_B_WIN,805,840
267,Player138,Player135,TEAM_A_WIN,840,805
268,Player141,Player138,TEAM_A_WIN,840,825
269,Player142,Player137,TEAM_B_WIN,795,865
270,Player133,Player136,TEAM_B_WIN,805,840
271,Player134,Player140,TEAM_B_WIN,790,825
272,Player134,Player136,TEAM_A_WIN,810,825
273,Player132,Player133,TEAM_A_WIN,840,790
274,Player132,Player135,TEAM_A_WIN,860,790
275,Player132,Player136,TEAM_A_WIN,880,810
276,Player140,Player135,TEAM_A_WIN,845,775
277,Player132,Player135,TEAM_B_WIN,865,795
278,Player136,Player143,TEAM_A_WIN,830,825
279,Player133,Player141,TEAM_B_WIN,775,860
280,Player139,Player133,TEAM_A_WIN,860,760
281,Player140,Player138,TEAM_A_WIN,865,810
282,Player139,Player134,TEAM_A_WIN,880,795
283,Player138,Player141,TEAM_A_WIN,830,845
284,Player139,Player141,TEAM_A_WIN,900,830
285,Player152,Player150,TEAM_B_WIN,805,840
286,Player144,Player149,TEAM_A_WIN,840,805
287,Player154,Player147,TEAM_B_WIN,805,840
288,Player152,Player145,TEAM_B_WIN,790,840
289,Player146,Player153,TEAM_B_WIN,805,840
290,Player146,Player147,TEAM_A_WIN,825,825
291,Player152,Player145,TEAM_A_WIN,810,825
292,Player154,Player148,TEAM_B_WIN,790,840
293,Player150,Player144,TEAM_B_WIN,825,860
294,Player150,Player149,TEAM_A_WIN,845,790
295,Player144,Player150,TEAM_B_WIN,845,865
296,Player147,Player151,TEAM_B_WIN,810,840
297,Player154,Player152,TEAM_B_WIN,775,830
298,Player148,Player155,TEAM_A_WIN,860,805
299,Player153,Player147,TEAM_B_WIN,825,830
300,Player154,Player148,TEAM_B_WIN,760,880
301,Player153,Player151,TEAM_A_WIN,845,825
302,Player151,Player148,TEAM_A_WIN,845,865
303,Player153,Player151,TEAM_A_WIN,865,830
304,Player145,Player149,TEAM_B_WIN,810,810
305,Player144,Player149,TEAM_B_WIN,830,830
306,Player146,Player155,TEAM_A_WIN,845,790
307,Player145,Player155,TEAM_A_WIN,830,775
308,Player146,Player155,TEAM_A_WIN,865,760
309,Player158,Player156,TEAM_A_WIN,840,805
310,Player167,Player158,TEAM_A_WIN,840,825
311,Player165,Player162,TEAM_A_WIN,840,805
312,Player167,Player156,TEAM_B_WIN,825,825
313,Player159,Player156,TEAM_B_WIN,805,845
314,Player167,Player160,TEAM_B_WIN,810,840
315,Player163,Player158,TEAM_A_WIN,840,810
316,Player156,Player166,TEAM_A_WIN,865,805
317,Player162,Player167,TEAM_B_WIN,790,830
318,Player158,Player166,TEAM_A_WIN,830,790
319,Player162,Player161,TEAM_A_WIN,810,805
320,Player161,Player166,TEAM_B_WIN,790,810
321,Player165,Player162,TEAM_A_WIN,860,795
322,Player166,Player165,TEAM_A_WIN,830,845
323,Player163,Player157,TEAM_B_WIN,825,840
324,Player164,Player163,TEAM_A_WIN,840,810
325,Player165,Player161,TEAM_A_WIN,865,775
326,Player160,Player157,TEAM_A_WIN,860,825
327,Player161,Player157,TEAM_B_WIN,760,845
328,Player163,Player157,TEAM_B_WIN,795,865
329,Player164,Player160,TEAM_A_WIN,860,845
330,Player164,Player160,TEAM_A_WIN,880,830
331,Player159,Player164,TEAM_B_WIN,790,900
332,Player174,Player170,TEAM_A_WIN,840,805
333,Player179,Player168,TEAM_A_WIN,840,805
334,Player169,Player168,TEAM_B_WIN,805,825
335,Player173,Player175,TEAM_B_WIN,805,840
336,Player171,Player173,TEAM_B_WIN,805,825
337,Player179,Player168,TEAM_A_WIN,860,810
338,Player175,Player174,TEAM_B_WIN,825,860
339,Player178,Player169,TEAM_B_WIN,805,825
340,Player171,Player179,TEAM_B_WIN,790,880
341,Player170,Player169,TEAM_A_WIN,825,810
342,Player179,Player176,TEAM_A_WIN,900,805
343,Player173,Player168,TEAM_B_WIN,810,830
344,Player175,Player173,TEAM_B_WIN,810,830
345,Player172,Player175,TEAM_B_WIN,805,830
346,Player174,Player176,TEAM_A_WIN,880,790
347,Player176,Player172,TEAM_B_WIN,775,825
348,Player170,Player169,TEAM_B_WIN,810,830
349,Player170,Player178,TEAM_B_WIN,795,825
350,Player176,Player172,TEAM_B_WIN,760,845
351,Player177,Player171,TEAM_B_WIN,805,810
352,Player177,Player178,TEAM_A_WIN,825,810
353,Player171,Player174,TEAM_B_WIN,795,900
354,Player177,Player178,TEAM_B_WIN,810,830
355,Player177,Player172,TEAM_B_WIN,795,865
356,Player190,Player183,TEAM_B_WIN,805,840
357,Player191,Player187,TEAM_A_WIN,840,805
358,Player187,Player191,TEAM_A_WIN,825,825
359,Player189,Player181,TEAM_B_WIN,805,840
360,Player184,Player182,TEAM_A_WIN,840,805
361,Player181,Player191,TEAM_B_WIN,825,845
362,Player184,Player186,TEAM_A_WIN,860,805
363,Player186,Player189,TEAM_B_WIN,790,825
364,Player186,Player185,TEAM_A_WIN,810,805
365,Player188,Player183,TEAM_A_WIN,840,825
366,Player185,Player181,TEAM_A_WIN,825,810
367,Player184,Player189,TEAM_B_WIN,845,845
368,Player191,Player181,TEAM_B_WIN,830,830
369,Player183,Player186,TEAM_A_WIN,845,795
370,Player183,Player182,TEAM_A_WIN,865,790
371,Player190,Player184,TEAM_A_WIN,825,830
372,Player190,Player187,TEAM_A_WIN,845,810
373,Player182,Player189,TEAM_B_WIN,775,865
374,Player180,Player190,TEAM_B_WIN,805,865
375,Player185,Player188,TEAM_A_WIN,845,825
376,Player180,Player185,TEAM_A_WIN,825,830
377,Player188,Player182,TEAM_A_WIN,845,760
378,Player188,Player187,TEAM_B_WIN,830,830
379,Player192,Player196,TEAM_A_WIN,840,805
380,Player192,Player193,TEAM_A_WIN,860,805
381,Player196,Player194,TEAM_B_WIN,790,840
382,Player199,Player195,TEAM_A_WIN,840,805
383,Player196,Player195,TEAM_B_WIN,775,825
384,Player193,Player192,TEAM_B_WIN,790,880
385,Player199,Player197,TEAM_B_WIN,825,840
386,Player194,Player196,TEAM_A_WIN,860,760
387,Player195,Player198,TEAM_A_WIN,845,805
388,Player198,Player195,TEAM_B_WIN,790,865
389,Player193,Player192,TEAM_A_WIN,810,865
390,Player193,Player197,TEAM_A_WIN,830,825
391,Player198,Player197,TEAM_B_WIN,775,845
392,Player199,Player194,TEAM_A_WIN,845,845
393,Player199,Player198,TEAM_A_WIN,865,760
394,Player197,Player194,TEAM_B_WIN,830,865
395,Player62,Player198,TEAM_A_WIN,780,745
396,Player196,Player154,TEAM_A_WIN,780,745
397,Player196,Player198,TEAM_A_WIN,800,730
398,Player161,Player3,TEAM_A_WIN,780,745
399,Player21,Player154,TEAM_B_WIN,745,765
400,Player123,Player62,TEAM_B_WIN,745,800
401,Player154,Player62,TEAM_A_WIN,785,785
402,Player196,Player62,TEAM_A_WIN,820,770
403,Player3,Player154,TEAM_A_WIN,765,770
404,Player196,Player161,TEAM_B_WIN,805,800
405,Player161,Player123,TEAM_A_WIN,820,730
406,Player82,Player198,TEAM_B_WIN,745,750
407,Player10,Player3,TEAM_B_WIN,745,785
408,Player161,Player123,TEAM_A_WIN,840,715
409,Player3,Player198,TEAM_A_WIN,805,735
410,Player82,Player123,TEAM_B_WIN,730,735
411,Player82,Player21,TEAM_A_WIN,750,730
412,Player10,Player82,TEAM_A_WIN,765,735
413,Player10,Player21,TEAM_B_WIN,750,750
414,Player10,Player21,TEAM_A_WIN,770,735
415,Player95,Player32,TEAM_A_WIN,815,780
416,Player110,Player176,TEAM_B_WIN,780,780
417,Player177,Player170,TEAM_A_WIN,815,780
418,Player95,Player176,TEAM_B_WIN,800,800
419,Player95,Player177,TEAM_B_WIN,785,835
420,Player170,Player110,TEAM_A_WIN,800,765
421,Player177,Player182,TEAM_A_WIN,855,745
422,Player95,Player59,TEAM_B_WIN,770,815
423,Player32,Player170,TEAM_A_WIN,800,785
424,Player66,Player32,TEAM_B_WIN,780,820
425,Player176,Player66,TEAM_B_WIN,785,800
426,Player105,Player170,TEAM_B_WIN,780,805
427,Player66,Player32,TEAM_B_WIN,785,840
428,Player176,Player182,TEAM_A_WIN,805,730
429,Player110,Player182,TEAM_B_WIN,750,750
430,Player177,Player59,TEAM_A_WIN,875,800
431,Player155,Player66,TEAM_B_WIN,745,805
432,Player105,Player110,TEAM_B_WIN,765,770
433,Player155,Player182,TEAM_B_WIN,730,770
434,Player59,Player155,TEAM_B_WIN,785,750
435,Player155,Player59,TEAM_B_WIN,735,805
436,Player87,Player120,TEAM_B_WIN,780,815
437,Player86,Player120,TEAM_A_WIN,815,800
438,Player65,Player57,TEAM_A_WIN,815,780
439,Player57,Player86,TEAM_A_WIN,800,800
440,Player68,Player57,TEAM_B_WIN,780,820
441,Player57,Player65,TEAM_B_WIN,805,835
442,Player86,Player27,TEAM_A_WIN,820,780
443,Player99,Player65,TEAM_A_WIN,815,820
444,Player42,Player99,TEAM_B_WIN,780,835
445,Player99,Player68,TEAM_B_WIN,820,800
446,Player27,Player86,TEAM_A_WIN,800,805
447,Player120,Player99,TEAM_A_WIN,820,805
448,Player27,Player106,TEAM_A_WIN,820,780
449,Player42,Player68,TEAM_B_WIN,765,820
450,Player68,Player42,TEAM_A_WIN,840,750
451,Player42,Player87,TEAM_B_WIN,735,800
452,Player106,Player120,TEAM_A_WIN,800,805
453,Player65,Player106,TEAM_B_WIN,805,820
454,Player27,Player87,TEAM_A_WIN,840,785
455,Player106,Player87,TEAM_A_WIN,840,770
456,Player162,Player186,TEAM_A_WIN,815,780
457,Player51,Player112,TEAM_A_WIN,815,780
458,Player108,Player51,TEAM_B_WIN,780,835
459,Player142,Player20,TEAM_A_WIN,815,780
460,Player81,Player112,TEAM_B_WIN,780,800
461,Player159,Player16,TEAM_B_WIN,775,815
462,Player51,Player20,TEAM_A_WIN,855,765
463,Player51,Player186,TEAM_B_WIN,840,800
464,Player159,Player16,TEAM_B_WIN,760,835
465,Player81,Player108,TEAM_B_WIN,765,800
466,Player108,Player142,TEAM_B_WIN,785,835
467,Player186,Player162,TEAM_A_WIN,820,800
468,Player142,Player16,TEAM_A_WIN,855,820
469,Player159,Player81,TEAM_A_WIN,780,750
470,Player20,Player16,TEAM_B_WIN,750,840
471,Player162,Player186,TEAM_A_WIN,820,805
472,Player159,Player107,TEAM_B_WIN,765,815
473,Player20,Player107,TEAM_A_WIN,770,800
474,Player108,Player142,TEAM_B_WIN,770,875
475,Player107,Player112,TEAM_B_WIN,785,820
476,Player107,Player81,TEAM_B_WIN,770,770
477,Player112,Player162,TEAM_B_WIN,805,840
478,Player135,Player134,TEAM_A_WIN,815,780
479,Player130,Player134,TEAM_B_WIN,780,800
480,Player7,Player44,TEAM_B_WIN,780,815
481,Player31,Player135,TEAM_B_WIN,780,835
482,Player44,Player39,TEAM_A_WIN,835,780
483,Player97,Player39,TEAM_B_WIN,780,800
484,Player130,Player92,TEAM_A_WIN,800,780
485,Player135,Player39,TEAM_A_WIN,855,785
486,Player31,Player171,TEAM_B_WIN,765,815
487,Player69,Player135,TEAM_A_WIN,815,840
488,Player39,Player44,TEAM_A_WIN,805,820
489,Player92,Player130,TEAM_B_WIN,765,820
490,Player134,Player69,TEAM_A_WIN,820,800
491,Player69,Player44,TEAM_A_WIN,820,805
492,Player69,Player92,TEAM_A_WIN,840,750
493,Player134,Player97,TEAM_B_WIN,805,800
494,Player31,Player130,TEAM_A_WIN,785,805
495,Player92,Player171,TEAM_B_WIN,735,835
496,Player97,Player31,TEAM_B_WIN,785,805
497,Player171,Player7,TEAM_A_WIN,855,765
498,Player171,Player97,TEAM_B_WIN,840,805
499,Player26,Player9,TEAM_B_WIN,815,850
500,Player63,Player18,TEAM_B_WIN,815,850
501,Player124,Player18,TEAM_B_WIN,815,870
502,Player77,Player128,TEAM_B_WIN,815,850
503,Player145,Player100,TEAM_B_WIN,815,850
504,Player124,Player35,TEAM_B_WIN,800,850
505,Player18,Player128,TEAM_B_WIN,855,870
506,Player63,Player145,TEAM_B_WIN,800,835
507,Player77,Player145,TEAM_A_WIN,835,820
508,Player9,Player77,TEAM_A_WIN,870,820
509,Player88,Player128,TEAM_B_WIN,815,890
510,Player18,Player128,TEAM_B_WIN,840,910
511,Player63,Player77,TEAM_B_WIN,785,840
512,Player26,Player9,TEAM_A_WIN,835,855
513,Player88,Player35,TEAM_A_WIN,835,835
514,Player26,Player88,TEAM_A_WIN,855,820
515,Player100,Player63,TEAM_A_WIN,870,770
516,Player145,Player9,TEAM_B_WIN,805,875
517,Player124,Player26,TEAM_B_WIN,785,875
518,Player35,Player88,TEAM_B_WIN,820,840
519,Player35,Player124,TEAM_A_WIN,840,770
520,Player191,Player5,TEAM_B_WIN,815,850
521,Player83,Player80,TEAM_A_WIN,850,815
522,Player184,Player191,TEAM_B_WIN,815,835
523,Player83,Player23,TEAM_A_WIN,870,815
524,Player197,Player80,TEAM_A_WIN,850,800
525,Player5,Player23,TEAM_A_WIN,870,800
526,Player23,Player83,TEAM_B_WIN,785,890
527,Player191,Player144,TEAM_B_WIN,820,850
528,Player144,Player23,TEAM_A_WIN,870,770
529,Player188,Player5,TEAM_B_WIN,815,890
530,Player80,Player56,TEAM_B_WIN,785,850
531,Player188,Player80,TEAM_B_WIN,800,805
532,Player191,Player83,TEAM_B_WIN,805,910
533,Player197,Player144,TEAM_B_WIN,835,890
534,Player125,Player188,TEAM_B_WIN,815,820
535,Player197,Player125,TEAM_B_WIN,820,835
536,Player188,Player197,TEAM_B_WIN,805,840
537,Player144,Player125,TEAM_A_WIN,910,820
538,Player56,Player184,TEAM_B_WIN,835,835
539,Player56,Player184,TEAM_B_WIN,820,855
540,Player56,Player125,TEAM_A_WIN,840,805
541,Player5,Player184,TEAM_B_WIN,875,875
542,Player46,Player48,TEAM_B_WIN,815,850
543,Player96,Player46,TEAM_B_WIN,815,835
544,Player45,Player74,TEAM_B_WIN,815,850
545,Player96,Player175,TEAM_A_WIN,835,815
546,Player175,Player48,TEAM_A_WIN,835,835
547,Player45,Player175,TEAM_B_WIN,800,855
548,Player175,Player45,TEAM_A_WIN,875,785
549,Player96,Player167,TEAM_A_WIN,855,815
550,Player167,Player14,TEAM_A_WIN,835,815
551,Player45,Player14,TEAM_B_WIN,770,835
552,Player167,Player46,TEAM_B_WIN,820,855
553,Player167,Player48,TEAM_B_WIN,805,855
554,Player14,Player96,TEAM_B_WIN,820,875
555,Player11,Player178,TEAM_B_WIN,815,850
556,Player11,Player173,TEAM_A_WIN,835,815
557,Player46,Player74,TEAM_A_WIN,875,835
558,Player173,Player141,TEAM_B_WIN,800,850
