MatchNo,PlayerA,PlayerB,Result,MMR_A,MMR_B
27537,Player26,Player58,TEAM_A_WIN,1980,2045
27538,Player134,Player26,TEAM_B_WIN,2080,2000
27539,Player165,Player155,TEAM_B_WIN,2100,2105
27540,Player100,Player98,TEAM_A_WIN,2170,1935
27541,Player134,Player125,TEAM_B_WIN,2065,2020
27542,Player116,Player100,TEAM_A_WIN,2200,2155
27543,Player134,Player125,TEAM_A_WIN,2085,2005
27544,Player93,Player22,TEAM_B_WIN,2080,2245
27545,Player122,Player22,TEAM_A_WIN,2030,2230
27546,Player26,Player116,TEAM_B_WIN,1985,2220
27547,Player26,Player58,TEAM_B_WIN,1970,2065
27548,Player122,Player125,TEAM_A_WIN,2050,1990
27549,Player93,Player122,TEAM_A_WIN,2100,2035
27550,Player196,Player184,TEAM_A_WIN,2170,2135
27551,Player69,Player196,TEAM_A_WIN,2525,2155
27552,Player197,Player196,TEAM_A_WIN,2285,2140
27553,Player69,Player5,TEAM_A_WIN,2545,2255
27554,Player184,Player196,TEAM_A_WIN,2155,2125
27555,Player28,Player33,TEAM_A_WIN,2220,2465
27556,Player104,Player69,TEAM_B_WIN,2085,2565
27557,Player28,Player197,TEAM_B_WIN,2205,2305
27558,Player33,Player197,TEAM_B_WIN,2450,2325
27559,Player33,Player5,TEAM_A_WIN,2470,2240
27560,Player184,Player104,TEAM_A_WIN,2175,2070
27561,Player5,Player184,TEAM_B_WIN,2225,2195
27562,Player28,Player69,TEAM_A_WIN,2225,2550
27563,Player28,Player104,TEAM_A_WIN,2245,2055
27564,Player104,Player197,TEAM_B_WIN,2040,2345
27565,Player33,Player5,TEAM_B_WIN,2455,2245
27566,Player78,Player60,TEAM_B_WIN,1045,1090
27567,Player78,Player162,TEAM_A_WIN,1065,1170
27568,Player84,Player180,TEAM_A_WIN,1110,1235
27569,Player48,Player84,TEAM_A_WIN,1235,1095
27570,Player60,Player168,TEAM_A_WIN,1110,860
27571,Player114,Player168,TEAM_A_WIN,20,845
27572,Player54,Player78,TEAM_A_WIN,760,1050
27573,Player60,Player168,TEAM_B_WIN,1095,865
27574,Player54,Player60,TEAM_B_WIN,745,1115
27575,Player174,Player114,TEAM_A_WIN,1075,5
27576,Player114,Player78,TEAM_A_WIN,25,1035
27577,Player162,Player180,TEAM_A_WIN,1190,1220
27578,Player162,Player174,TEAM_A_WIN,1210,1060
27579,Player168,Player84,TEAM_B_WIN,850,1115
27580,Player174,Player192,TEAM_B_WIN,1045,1075
27581,Player174,Player180,TEAM_B_WIN,1030,1240
27582,Player132,Player162,TEAM_B_WIN,1185,1230
27583,Player114,Player192,TEAM_B_WIN,10,1095
27584,Player54,Player132,TEAM_B_WIN,730,1205
27585,Player192,Player132,TEAM_B_WIN,1080,1225
27586,Player54,Player132,TEAM_B_WIN,715,1245
27587,Player84,Player192,TEAM_A_WIN,1135,1065
27588,Player48,Player180,TEAM_B_WIN,1220,1260
27589,Player120,Player170,TEAM_B_WIN,1150,1290
27590,Player186,Player138,TEAM_A_WIN,1350,1065
27591,Player105,Player150,TEAM_B_WIN,1375,1350
27592,Player36,Player12,TEAM_A_WIN,1360,1020
27593,Player36,Player170,TEAM_B_WIN,1345,1310
27594,Player36,Player150,TEAM_A_WIN,1365,1335
27595,Player105,Player12,TEAM_B_WIN,1360,1040
27596,Player120,Player12,TEAM_B_WIN,1135,1060
27597,Player150,Player138,TEAM_A_WIN,1355,1050
27598,Player150,Player120,TEAM_A_WIN,1375,1120
27599,Player138,Player191,TEAM_A_WIN,1070,1265
27600,Player138,Player126,TEAM_B_WIN,1055,1495
27601,Player90,Player126,TEAM_A_WIN,1430,1480
27602,Player170,Player178,TEAM_B_WIN,1295,1205
27603,Player12,Player105,TEAM_A_WIN,1080,1345
27604,Player126,Player170,TEAM_A_WIN,1500,1280
27605,Player191,Player90,TEAM_A_WIN,1285,1415
27606,Player191,Player36,TEAM_A_WIN,1305,1350
27607,Player105,Player191,TEAM_B_WIN,1330,1325
27608,Player178,Player186,TEAM_B_WIN,1190,1370
27609,Player178,Player126,TEAM_A_WIN,1210,1485
27610,Player186,Player178,TEAM_A_WIN,1390,1195
27611,Player186,Player90,TEAM_A_WIN,1410,1400
27612,Player90,Player120,TEAM_A_WIN,1420,1105
27613,Player64,Player166,TEAM_A_WIN,1415,1385
27614,Player113,Player0,TEAM_B_WIN,1310,1395
27615,Player4,Player65,TEAM_A_WIN,1340,1390
27616,Player65,Player51,TEAM_A_WIN,1410,1275
27617,Player136,Player16,TEAM_B_WIN,1315,1315
27618,Player113,Player136,TEAM_B_WIN,1295,1335
27619,Player166,Player39,TEAM_A_WIN,1405,1390
27620,Player17,Player136,TEAM_B_WIN,1240,1355
27621,Player16,Player44,TEAM_B_WIN,1300,1355
27622,Player16,Player65,TEAM_B_WIN,1285,1430
27623,Player4,Player166,TEAM_A_WIN,1360,1390
27624,Player44,Player39,TEAM_A_WIN,1375,1375
27625,Player16,Player65,TEAM_B_WIN,1270,1450
27626,Player64,Player0,TEAM_A_WIN,1435,1380
27627,Player17,Player44,TEAM_B_WIN,1225,1395
27628,Player64,Player17,TEAM_B_WIN,1420,1245
27629,Player44,Player166,TEAM_B_WIN,1380,1410
27630,Player17,Player51,TEAM_A_WIN,1265,1260
27631,Player51,Player64,TEAM_A_WIN,1280,1405
27632,Player136,Player0,TEAM_A_WIN,1375,1365
27633,Player51,Player113,TEAM_A_WIN,1300,1280
27634,Player0,Player4,TEAM_B_WIN,1350,1380
27635,Player4,Player113,TEAM_B_WIN,1365,1300
27636,Player77,Player9,TEAM_B_WIN,1455,1470
27637,Player144,Player9,TEAM_B_WIN,1465,1490
27638,Player6,Player144,TEAM_A_WIN,1550,1450
27639,Player21,Player6,TEAM_A_WIN,1495,1535
27640,Player21,Player57,TEAM_A_WIN,1515,1470
27641,Player21,Player140,TEAM_A_WIN,1535,1380
27642,Player9,Player6,TEAM_A_WIN,1510,1520
27643,Player77,Player24,TEAM_A_WIN,1475,1320
27644,Player96,Player66,TEAM_B_WIN,1415,1465
27645,Player21,Player24,TEAM_A_WIN,1555,1305
27646,Player9,Player66,TEAM_B_WIN,1495,1485
27647,Player6,Player96,TEAM_B_WIN,1505,1435
27648,Player80,Player144,TEAM_A_WIN,1440,1435
27649,Player80,Player118,TEAM_A_WIN,1460,1445
27650,Player140,Player77,TEAM_A_WIN,1400,1460
27651,Player118,Player96,TEAM_A_WIN,1465,1420
27652,Player80,Player140,TEAM_B_WIN,1445,1420
27653,Player66,Player96,TEAM_B_WIN,1470,1440
27654,Player77,Player24,TEAM_A_WIN,1480,1290
27655,Player80,Player140,TEAM_A_WIN,1465,1405
27656,Player144,Player66,TEAM_A_WIN,1455,1455
27657,Player57,Player118,TEAM_A_WIN,1490,1450
27658,Player24,Player57,TEAM_A_WIN,1310,1475
27659,Player57,Player118,TEAM_B_WIN,1460,1470
27660,Player71,Player74,TEAM_B_WIN,1525,1520
27661,Player72,Player108,TEAM_A_WIN,1565,1460
27662,Player14,Player74,TEAM_A_WIN,1640,1505
27663,Player74,Player14,TEAM_A_WIN,1525,1625
27664,Player52,Player74,TEAM_B_WIN,1540,1545
27665,Player52,Player154,TEAM_A_WIN,1560,1360
27666,Player94,Player50,TEAM_B_WIN,1555,1525
27667,Player154,Player14,TEAM_A_WIN,1380,1610
27668,Player198,Player15,TEAM_A_WIN,1470,1480
27669,Player154,Player72,TEAM_B_WIN,1365,1585
27670,Player15,Player92,TEAM_A_WIN,1500,1425
27671,Player14,Player108,TEAM_B_WIN,1595,1480
27672,Player94,Player154,TEAM_B_WIN,1540,1385
27673,Player72,Player198,TEAM_A_WIN,1605,1455
27674,Player92,Player72,TEAM_A_WIN,1445,1590
27675,Player92,Player108,TEAM_B_WIN,1430,1500
27676,Player198,Player71,TEAM_A_WIN,1475,1510
27677,Player71,Player92,TEAM_A_WIN,1530,1415
27678,Player108,Player71,TEAM_B_WIN,1485,1550
27679,Player94,Player15,TEAM_A_WIN,1560,1485
27680,Player50,Player198,TEAM_B_WIN,1510,1495
27681,Player15,Player94,TEAM_A_WIN,1505,1545
27682,Player52,Player50,TEAM_A_WIN,1580,1495
27683,Player50,Player52,TEAM_B_WIN,1480,1600
27684,Player42,Player53,TEAM_B_WIN,1605,1520
27685,Player112,Player148,TEAM_B_WIN,1465,1515
27686,Player188,Player148,TEAM_A_WIN,1420,1500
27687,Player112,Player131,TEAM_B_WIN,1450,1630
27688,Player86,Player87,TEAM_A_WIN,1670,1500
27689,Player148,Player86,TEAM_A_WIN,1520,1655
27690,Player131,Player148,TEAM_A_WIN,1650,1505
27691,Player188,Player119,TEAM_A_WIN,1440,1570
27692,Player87,Player86,TEAM_B_WIN,1485,1675
27693,Player68,Player111,TEAM_A_WIN,1625,1555
27694,Player119,Player112,TEAM_B_WIN,1555,1470
27695,Player86,Player87,TEAM_A_WIN,1695,1470
27696,Player119,Player53,TEAM_B_WIN,1540,1540
27697,Player53,Player42,TEAM_A_WIN,1560,1590
27698,Player131,Player112,TEAM_B_WIN,1635,1490
27699,Player131,Player68,TEAM_B_WIN,1620,1645
27700,Player188,Player111,TEAM_A_WIN,1460,1540
27701,Player68,Player179,TEAM_A_WIN,1665,1600
27702,Player119,Player42,TEAM_B_WIN,1525,1610
27703,Player42,Player111,TEAM_B_WIN,1595,1560
27704,Player68,Player53,TEAM_A_WIN,1685,1545
27705,Player179,Player111,TEAM_A_WIN,1620,1545
27706,Player87,Player179,TEAM_A_WIN,1490,1605
27707,Player188,Player179,TEAM_B_WIN,1445,1625
27708,Player161,Player38,TEAM_A_WIN,1655,1590
27709,Player185,Player38,TEAM_B_WIN,1705,1610
27710,Player171,Player62,TEAM_B_WIN,1660,1725
27711,Player129,Player182,TEAM_B_WIN,1560,1670
27712,Player164,Player38,TEAM_A_WIN,1595,1595
27713,Player171,Player63,TEAM_A_WIN,1680,1550
27714,Player101,Player129,TEAM_A_WIN,1615,1545
27715,Player185,Player38,TEAM_A_WIN,1725,1580
27716,Player161,Player171,TEAM_B_WIN,1640,1700
27717,Player164,Player161,TEAM_A_WIN,1615,1625
27718,Player63,Player171,TEAM_B_WIN,1535,1720
27719,Player62,Player185,TEAM_B_WIN,1710,1745
27720,Player185,Player129,TEAM_B_WIN,1730,1565
27721,Player164,Player182,TEAM_B_WIN,1600,1690
27722,Player30,Player62,TEAM_A_WIN,1605,1695
27723,Player161,Player63,TEAM_B_WIN,1610,1555
27724,Player164,Player129,TEAM_B_WIN,1585,1585
27725,Player62,Player30,TEAM_B_WIN,1680,1625
27726,Player101,Player182,TEAM_B_WIN,1600,1710
27727,Player30,Player182,TEAM_B_WIN,1610,1730
27728,Player30,Player101,TEAM_A_WIN,1630,1585
27729,Player63,Player101,TEAM_A_WIN,1575,1570
27730,Player56,Player141,TEAM_A_WIN,1665,1720
27731,Player141,Player23,TEAM_B_WIN,1705,1765
27732,Player18,Player177,TEAM_B_WIN,1655,1735
27733,Player110,Player156,TEAM_B_WIN,1655,1635
27734,Player56,Player141,TEAM_A_WIN,1685,1690
27735,Player110,Player18,TEAM_A_WIN,1675,1640
27736,Player18,Player41,TEAM_A_WIN,1660,1720
27737,Player141,Player110,TEAM_A_WIN,1710,1660
27738,Player110,Player56,TEAM_B_WIN,1645,1705
27739,Player160,Player156,TEAM_B_WIN,1735,1655
27740,Player156,Player177,TEAM_A_WIN,1675,1720
27741,Player177,Player23,TEAM_A_WIN,1740,1750
27742,Player23,Player160,TEAM_B_WIN,1735,1755
27743,Player18,Player56,TEAM_A_WIN,1680,1690
27744,Player177,Player88,TEAM_B_WIN,1725,1625
27745,Player41,Player156,TEAM_B_WIN,1705,1695
27746,Player158,Player88,TEAM_A_WIN,1730,1610
27747,Player23,Player167,TEAM_B_WIN,1720,1760
27748,Player160,Player158,TEAM_A_WIN,1775,1715
27749,Player160,Player158,TEAM_B_WIN,1760,1735
27750,Player167,Player88,TEAM_A_WIN,1780,1595
27751,Player88,Player167,TEAM_A_WIN,1615,1765
27752,Player158,Player41,TEAM_B_WIN,1720,1725
27753,Player167,Player41,TEAM_B_WIN,1750,1745
27754,Player10,Player81,TEAM_B_WIN,1735,1775
27755,Player82,Player147,TEAM_B_WIN,1710,1705
27756,Player147,Player194,TEAM_A_WIN,1725,1800
27757,Player10,Player81,TEAM_A_WIN,1755,1760
27758,Player82,Player10,TEAM_A_WIN,1730,1740
27759,Player3,Player194,TEAM_A_WIN,1585,1785
27760,Player10,Player81,TEAM_B_WIN,1725,1780
27761,Player128,Player194,TEAM_A_WIN,1695,1770
27762,Player147,Player3,TEAM_A_WIN,1745,1570
27763,Player82,Player3,TEAM_A_WIN,1750,1555
27764,Player82,Player3,TEAM_B_WIN,1735,1575
27765,Player128,Player147,TEAM_A_WIN,1715,1730
27766,Player194,Player128,TEAM_B_WIN,1755,1735
27767,Player128,Player81,TEAM_B_WIN,1720,1800
27768,Player59,Player117,TEAM_A_WIN,1875,1730
27769,Player45,Player59,TEAM_B_WIN,1805,1895
27770,Player117,Player45,TEAM_A_WIN,1750,1790
27771,Player117,Player45,TEAM_B_WIN,1735,1810
27772,Player59,Player45,TEAM_A_WIN,1915,1795
27773,Player59,Player117,TEAM_B_WIN,1900,1755
27774,Player130,Player99,TEAM_B_WIN,1760,1925
27775,Player20,Player11,TEAM_A_WIN,1545,1885
27776,Player99,Player27,TEAM_A_WIN,1945,1875
27777,Player11,Player130,TEAM_B_WIN,1870,1780
27778,Player11,Player20,TEAM_B_WIN,1855,1565
27779,Player20,Player27,TEAM_A_WIN,1585,1860
27780,Player106,Player11,TEAM_A_WIN,1830,1840
27781,Player130,Player27,TEAM_B_WIN,1765,1880
27782,Player99,Player130,TEAM_A_WIN,1965,1750
27783,Player99,Player106,TEAM_B_WIN,1950,1850
27784,Player20,Player27,TEAM_B_WIN,1570,1900
27785,Player89,Player123,TEAM_A_WIN,1870,1745
27786,Player89,Player124,TEAM_B_WIN,1855,1915
27787,Player123,Player124,TEAM_A_WIN,1765,1900
27788,Player173,Player35,TEAM_A_WIN,1835,1775
27789,Player89,Player35,TEAM_B_WIN,1840,1795
27790,Player123,Player35,TEAM_A_WIN,1785,1780
27791,Player124,Player35,TEAM_B_WIN,1885,1800
27792,Player173,Player89,TEAM_A_WIN,1855,1825
27793,Player124,Player173,TEAM_A_WIN,1905,1840
27794,Player123,Player173,TEAM_A_WIN,1805,1825
27795,Player172,Player149,TEAM_B_WIN,1705,1945
27796,Player159,Player142,TEAM_A_WIN,1930,1810
27797,Player34,Player135,TEAM_A_WIN,1720,1805
27798,Player32,Player34,TEAM_B_WIN,1800,1740
27799,Player159,Player83,TEAM_A_WIN,1950,1915
27800,Player135,Player149,TEAM_B_WIN,1790,1965
27801,Player159,Player172,TEAM_A_WIN,1970,1690
27802,Player32,Player172,TEAM_B_WIN,1785,1710
27803,Player142,Player159,TEAM_A_WIN,1830,1955
27804,Player83,Player34,TEAM_A_WIN,1935,1725
27805,Player83,Player142,TEAM_B_WIN,1920,1850
27806,Player34,Player149,TEAM_B_WIN,1710,1985
27807,Player172,Player135,TEAM_A_WIN,1730,1775
27808,Player149,Player142,TEAM_B_WIN,1970,1870
27809,Player83,Player32,TEAM_A_WIN,1940,1770
27810,Player135,Player32,TEAM_B_WIN,1760,1790
27811,Player190,Player143,TEAM_B_WIN,1940,1980
27812,Player146,Player183,TEAM_A_WIN,1940,1980
27813,Player107,Player183,TEAM_A_WIN,1875,1965
27814,Player152,Player70,TEAM_A_WIN,1905,1850
27815,Player176,Player2,TEAM_B_WIN,1895,1895
27816,Player190,Player176,TEAM_A_WIN,1960,1880
27817,Player146,Player143,TEAM_B_WIN,1925,2000
27818,Player152,Player76,TEAM_B_WIN,1890,1915
27819,Player70,Player183,TEAM_A_WIN,1870,1950
27820,Player76,Player183,TEAM_A_WIN,1935,1935
27821,Player195,Player146,TEAM_B_WIN,1910,1945
27822,Player195,Player2,TEAM_B_WIN,1895,1915
27823,Player2,Player146,TEAM_A_WIN,1935,1930
27824,Player107,Player176,TEAM_A_WIN,1895,1865
27825,Player190,Player76,TEAM_A_WIN,1980,1920
27826,Player143,Player76,TEAM_A_WIN,2020,1905
27827,Player152,Player143,TEAM_B_WIN,1875,2040
27828,Player195,Player176,TEAM_A_WIN,1915,1850
27829,Player70,Player190,TEAM_A_WIN,1890,1965
27830,Player152,Player107,TEAM_B_WIN,1860,1915
27831,Player107,Player2,TEAM_A_WIN,1935,1920
27832,Player70,Player195,TEAM_A_WIN,1910,1900
27833,Player47,Player137,TEAM_B_WIN,2010,2120
27834,Player137,Player75,TEAM_B_WIN,2105,1935
27835,Player102,Player29,TEAM_B_WIN,1980,2015
27836,Player29,Player46,TEAM_A_WIN,2035,1875
27837,Player47,Player75,TEAM_A_WIN,2030,1920
27838,Player153,Player75,TEAM_A_WIN,2235,1905
27839,Player40,Player29,TEAM_B_WIN,1815,2055
27840,Player153,Player137,TEAM_A_WIN,2255,2090
27841,Player75,Player153,TEAM_A_WIN,1925,2240
27842,Player29,Player8,TEAM_B_WIN,2040,1985
27843,Player137,Player47,TEAM_A_WIN,2110,2015
27844,Player189,Player153,TEAM_B_WIN,1910,2260
27845,Player95,Player47,TEAM_B_WIN,1865,2035
27846,Player40,Player46,TEAM_A_WIN,1835,1860
27847,Player8,Player102,TEAM_B_WIN,1970,2000
27848,Player95,Player8,TEAM_B_WIN,1850,1990
27849,Player40,Player102,TEAM_B_WIN,1820,2020
27850,Player189,Player8,TEAM_A_WIN,1930,1975
27851,Player189,Player46,TEAM_A_WIN,1950,1845
27852,Player46,Player189,TEAM_B_WIN,1830,1970
27853,Player102,Player40,TEAM_A_WIN,2040,1805
27854,Player125,Player93,TEAM_B_WIN,1975,2120
27855,Player26,Player155,TEAM_A_WIN,1990,2090
27856,Player26,Player58,TEAM_A_WIN,2010,2050
27857,Player125,Player100,TEAM_A_WIN,1995,2140
27858,Player93,Player155,TEAM_B_WIN,2105,2110
27859,Player155,Player134,TEAM_A_WIN,2130,2070
27860,Player22,Player58,TEAM_A_WIN,2250,2035
27861,Player165,Player98,TEAM_A_WIN,2120,1920
27862,Player134,Player26,TEAM_B_WIN,2055,2030
27863,Player100,Player125,TEAM_B_WIN,2125,2015
27864,Player125,Player93,TEAM_A_WIN,2035,2090
27865,Player100,Player93,TEAM_A_WIN,2145,2075
27866,Player165,Player122,TEAM_B_WIN,2105,2055
27867,Player155,Player165,TEAM_B_WIN,2115,2125
27868,Player134,Player165,TEAM_A_WIN,2075,2110
27869,Player98,Player104,TEAM_B_WIN,1905,2060
27870,Player26,Player134,TEAM_A_WIN,2050,2060
27871,Player100,Player122,TEAM_B_WIN,2130,2075
27872,Player58,Player22,TEAM_B_WIN,2020,2270
27873,Player22,Player98,TEAM_B_WIN,2255,1925
27874,Player98,Player58,TEAM_A_WIN,1945,2005
27875,Player104,Player22,TEAM_A_WIN,2080,2240
27876,Player104,Player122,TEAM_B_WIN,2065,2095
27877,Player104,Player122,TEAM_A_WIN,2085,2080
27878,Player196,Player5,TEAM_B_WIN,2110,2265
27879,Player196,Player197,TEAM_A_WIN,2130,2330
27880,Player196,Player184,TEAM_A_WIN,2150,2180
27881,Player184,Player197,TEAM_A_WIN,2200,2315
27882,Player116,Player184,TEAM_A_WIN,2240,2185
27883,Player33,Player197,TEAM_A_WIN,2475,2300
27884,Player196,Player5,TEAM_B_WIN,2135,2285
27885,Player116,Player28,TEAM_B_WIN,2225,2265
27886,Player116,Player5,TEAM_A_WIN,2245,2270
27887,Player33,Player116,TEAM_B_WIN,2460,2265
27888,Player5,Player184,TEAM_A_WIN,2290,2170
27889,Player69,Player197,TEAM_A_WIN,2570,2285
27890,Player69,Player28,TEAM_A_WIN,2590,2250
27891,Player69,Player33,TEAM_B_WIN,2575,2480
27892,Player33,Player69,TEAM_A_WIN,2500,2560
27893,Player168,Player54,TEAM_A_WIN,870,700
27894,Player168,Player192,TEAM_B_WIN,855,1085
27895,Player120,Player54,TEAM_A_WIN,1125,685
27896,Player60,Player132,TEAM_B_WIN,1100,1265
27897,Player114,Player84,TEAM_B_WIN,0,1155
27898,Player60,Player120,TEAM_B_WIN,1085,1145
27899,Player60,Player54,TEAM_A_WIN,1105,670
27900,Player60,Player168,TEAM_B_WIN,1090,875
27901,Player132,Player120,TEAM_B_WIN,1250,1165
27902,Player78,Player54,TEAM_B_WIN,1020,690
27903,Player192,Player120,TEAM_B_WIN,1070,1185
27904,Player168,Player78,TEAM_B_WIN,860,1040
27905,Player174,Player48,TEAM_A_WIN,1050,1205
27906,Player174,Player180,TEAM_A_WIN,1070,1245
27907,Player84,Player192,TEAM_A_WIN,1175,1055
27908,Player48,Player180,TEAM_B_WIN,1190,1265
27909,Player192,Player114,TEAM_A_WIN,1075,0
27910,Player78,Player48,TEAM_B_WIN,1025,1210
27911,Player132,Player180,TEAM_B_WIN,1235,1285
27912,Player78,Player84,TEAM_B_WIN,1010,1195
27913,Player132,Player114,TEAM_A_WIN,1255,0
27914,Player48,Player174,TEAM_B_WIN,1195,1090
27915,Player174,Player84,TEAM_B_WIN,1075,1215
27916,Player180,Player114,TEAM_A_WIN,1305,0
27917,Player126,Player178,TEAM_A_WIN,1505,1180
27918,Player138,Player16,TEAM_B_WIN,1040,1290
27919,Player178,Player126,TEAM_B_WIN,1165,1525
27920,Player150,Player138,TEAM_A_WIN,1395,1025
27921,Player36,Player126,TEAM_B_WIN,1335,1545
27922,Player138,Player16,TEAM_B_WIN,1010,1310
27923,Player178,Player150,TEAM_B_WIN,1150,1415
27924,Player126,Player105,TEAM_A_WIN,1565,1315
27925,Player191,Player178,TEAM_B_WIN,1310,1170
27926,Player105,Player162,TEAM_B_WIN,1300,1250
27927,Player150,Player162,TEAM_B_WIN,1400,1270
27928,Player105,Player186,TEAM_A_WIN,1320,1395
27929,Player36,Player90,TEAM_B_WIN,1320,1440
27930,Player105,Player170,TEAM_B_WIN,1305,1300
27931,Player150,Player138,TEAM_B_WIN,1385,1030
27932,Player191,Player16,TEAM_A_WIN,1330,1295
27933,Player170,Player90,TEAM_B_WIN,1285,1460
27934,Player36,Player186,TEAM_B_WIN,1305,1415
27935,Player186,Player191,TEAM_A_WIN,1435,1315
27936,Player16,Player170,TEAM_B_WIN,1280,1305
27937,Player186,Player162,TEAM_A_WIN,1455,1255
27938,Player36,Player162,TEAM_B_WIN,1290,1275
27939,Player170,Player90,TEAM_B_WIN,1290,1480
27940,Player90,Player191,TEAM_A_WIN,1500,1300
27941,Player65,Player24,TEAM_A_WIN,1470,1295
27942,Player113,Player64,TEAM_B_WIN,1285,1425
27943,Player24,Player44,TEAM_A_WIN,1315,1365
27944,Player64,Player65,TEAM_A_WIN,1445,1455
27945,Player12,Player44,TEAM_B_WIN,1065,1385
27946,Player51,Player4,TEAM_B_WIN,1285,1385
27947,Player0,Player65,TEAM_A_WIN,1370,1440
27948,Player24,Player12,TEAM_A_WIN,1335,1050
27949,Player44,Player65,TEAM_A_WIN,1405,1425
27950,Player4,Player39,TEAM_A_WIN,1405,1360
27951,Player0,Player39,TEAM_B_WIN,1355,1380
27952,Player4,Player64,TEAM_A_WIN,1425,1430
27953,Player24,Player166,TEAM_B_WIN,1320,1430
27954,Player51,Player4,TEAM_B_WIN,1270,1445
27955,Player39,Player64,TEAM_B_WIN,1365,1450
27956,Player51,Player44,TEAM_B_WIN,1255,1425
27957,Player39,Player12,TEAM_A_WIN,1385,1035
27958,Player51,Player166,TEAM_A_WIN,1275,1415
27959,Player12,Player0,TEAM_A_WIN,1055,1340
27960,Player0,Player166,TEAM_B_WIN,1325,1435
27961,Player166,Player113,TEAM_B_WIN,1420,1305
27962,Player17,Player113,TEAM_A_WIN,1285,1290
27963,Player17,Player113,TEAM_A_WIN,1305,1275
27964,Player118,Player92,TEAM_A_WIN,1490,1400
27965,Player96,Player77,TEAM_B_WIN,1425,1500
27966,Player6,Player136,TEAM_B_WIN,1490,1395
27967,Player77,Player9,TEAM_A_WIN,1520,1480
27968,Player92,Player66,TEAM_B_WIN,1385,1475
27969,Player57,Player92,TEAM_A_WIN,1480,1370
27970,Player9,Player92,TEAM_B_WIN,1465,1390
27971,Player144,Player118,TEAM_A_WIN,1475,1475
27972,Player77,Player118,TEAM_A_WIN,1540,1460
27973,Player57,Player6,TEAM_A_WIN,1500,1475
27974,Player66,Player144,TEAM_A_WIN,1495,1460
27975,Player96,Player136,TEAM_B_WIN,1410,1415
27976,Player50,Player9,TEAM_A_WIN,1500,1450
27977,Player6,Player57,TEAM_B_WIN,1460,1520
27978,Player144,Player66,TEAM_A_WIN,1480,1480
27979,Player66,Player50,TEAM_B_WIN,1465,1520
27980,Player57,Player96,TEAM_B_WIN,1505,1430
27981,Player140,Player118,TEAM_B_WIN,1390,1480
27982,Player50,Player144,TEAM_B_WIN,1505,1500
27983,Player136,Player9,TEAM_B_WIN,1400,1470
27984,Player140,Player6,TEAM_A_WIN,1410,1445
27985,Player136,Player96,TEAM_B_WIN,1385,1450
27986,Player77,Player50,TEAM_B_WIN,1525,1525
27987,Player15,Player119,TEAM_A_WIN,1525,1510
27988,Player52,Player21,TEAM_A_WIN,1620,1540
27989,Player71,Player15,TEAM_A_WIN,1570,1510
27990,Player15,Player52,TEAM_A_WIN,1530,1605
27991,Player42,Player52,TEAM_B_WIN,1580,1625
27992,Player71,Player15,TEAM_A_WIN,1590,1515
27993,Player108,Player52,TEAM_B_WIN,1470,1645
27994,Player111,Player42,TEAM_A_WIN,1565,1565
27995,Player108,Player111,TEAM_B_WIN,1455,1585
27996,Player108,Player119,TEAM_A_WIN,1475,1495
27997,Player21,Player42,TEAM_B_WIN,1525,1585
27998,Player111,Player119,TEAM_A_WIN,1605,1480
27999,Player111,Player80,TEAM_A_WIN,1625,1450
28000,Player94,Player119,TEAM_B_WIN,1530,1500
28001,Player80,Player14,TEAM_A_WIN,1470,1580
28002,Player71,Player108,TEAM_A_WIN,1610,1460
28003,Player21,Player94,TEAM_A_WIN,1545,1515
28004,Player21,Player42,TEAM_B_WIN,1530,1605
28005,Player80,Player94,TEAM_B_WIN,1455,1535
28006,Player71,Player154,TEAM_A_WIN,1630,1370
28007,Player80,Player154,TEAM_B_WIN,1440,1390
28008,Player154,Player14,TEAM_A_WIN,1410,1565
28009,Player94,Player14,TEAM_A_WIN,1555,1550
28010,Player14,Player154,TEAM_A_WIN,1570,1395
28011,Player87,Player179,TEAM_B_WIN,1475,1645
28012,Player87,Player161,TEAM_A_WIN,1495,1595
28013,Player198,Player161,TEAM_B_WIN,1480,1615
28014,Player131,Player72,TEAM_A_WIN,1640,1575
28015,Player38,Player53,TEAM_A_WIN,1600,1530
28016,Player198,Player161,TEAM_A_WIN,1500,1600
28017,Player161,Player72,TEAM_A_WIN,1620,1560
28018,Player131,Player53,TEAM_B_WIN,1625,1550
28019,Player179,Player74,TEAM_B_WIN,1630,1565
28020,Player72,Player179,TEAM_B_WIN,1545,1650
28021,Player112,Player198,TEAM_A_WIN,1510,1485
28022,Player131,Player87,TEAM_A_WIN,1645,1480
28023,Player62,Player198,TEAM_B_WIN,1665,1505
28024,Player38,Player131,TEAM_B_WIN,1585,1665
28025,Player112,Player148,TEAM_A_WIN,1530,1490
28026,Player148,Player112,TEAM_A_WIN,1510,1515
28027,Player148,Player53,TEAM_B_WIN,1495,1570
28028,Player38,Player179,TEAM_B_WIN,1570,1670
28029,Player148,Player62,TEAM_B_WIN,1480,1685
28030,Player112,Player72,TEAM_B_WIN,1500,1565
28031,Player53,Player62,TEAM_B_WIN,1555,1705
28032,Player87,Player62,TEAM_B_WIN,1465,1725
28033,Player38,Player74,TEAM_A_WIN,1590,1550
28034,Player185,Player188,TEAM_A_WIN,1750,1430
28035,Player129,Player188,TEAM_A_WIN,1605,1415
